vehicle_id,type,lat,lng,base_risk,traffic_factor,anomaly_score,driver_fatigue,speed,fuel_level,route_name,convoy_id,convoy_size,convoy_rank,convoy_spacing_nm,sea_condition,sea_congestion,route_progress
V-11992,vehicle,25.14347,55.390067,0.1912,0.316,0.0266,0.3877,60.85,88.79,,,0,0,0.0,,0.0,0.0
V-11993,vehicle,12.829279,77.395575,0.4893,0.679,0.3426,0.7048,50.78,26.63,,,0,0,0.0,,0.0,0.0
V-11994,vehicle,14.974418,75.628505,0.6831,0.9972,0.6381,0.8951,39.68,85.25,,,0,0,0.0,,0.0,0.0
V-11995,vehicle,15.333033,75.114736,0.5062,0.8211,0.5413,0.7552,47.29,73.35,,,0,0,0.0,,0.0,0.0
V-11996,vehicle,25.186536,55.297535,0.8189,0.5011,0.2325,0.4363,45.58,56.98,,,0,0,0.0,,0.0,0.0
V-11997,vehicle,13.721817,75.537305,0.7441,0.7361,0.639,0.62,55.96,34.28,,,0,0,0.0,,0.0,0.0
V-11998,vehicle,13.624754,76.054622,0.4801,0.712,0.2482,0.6445,48.31,81.04,,,0,0,0.0,,0.0,0.0
V-11999,vehicle,15.144047,77.163473,0.2131,0.5023,0.2012,0.53,79.3,96.71,,,0,0,0.0,,0.0,0.0
V-12000,vehicle,25.087821,55.175784,0.9023,0.7355,0.553,0.5392,35.27,36.79,,,0,0,0.0,,0.0,0.0
V-12001,ship,18.833855,63.683979,0.4321,0.3447,0.1703,0.1719,14.04,99.05,Karnataka-Oman-Dubai,CONVOY-152,4,3,3.09,moderate,0.0,0.5418
V-12002,vehicle,12.552749,77.480932,0.9235,0.8029,0.5705,0.6647,41.84,56.39,,,0,0,0.0,,0.0,0.0
V-12003,vehicle,14.152379,75.35056,0.3042,0.4222,0.0853,0.5486,70.36,94.28,,,0,0,0.0,,0.0,0.0
V-12004,vehicle,15.318214,75.47135,0.3782,0.5051,0.3004,0.5003,54.74,32.4,,,0,0,0.0,,0.0,0.0
V-12005,vehicle,25.106355,55.422427,0.4473,0.2912,0.0703,0.4808,57.26,31.18,,,0,0,0.0,,0.0,0.0
V-12006,vehicle,25.149212,55.253378,0.5585,0.2931,0.1023,0.3363,67.59,63.04,,,0,0,0.0,,0.0,0.0
V-12007,vehicle,25.101442,55.185416,0.0929,0.263,0.0669,0.4163,63.68,82.4,,,0,0,0.0,,0.0,0.0
V-12008,vehicle,25.238062,55.305794,0.5937,0.3638,0.1764,0.3119,47.79,93.29,,,0,0,0.0,,0.0,0.0
V-12009,vehicle,25.147622,55.241538,0.1422,0.332,0.0812,0.4771,70.89,26.51,,,0,0,0.0,,0.0,0.0
V-12010,vehicle,16.191494,74.425602,0.6089,0.5469,0.2736,0.5986,53.56,40.56,,,0,0,0.0,,0.0,0.0
V-12011,vehicle,12.171192,76.70618,0.1269,0.4837,0.0861,0.6305,70.99,90.88,,,0,0,0.0,,0.0,0.0
V-12012,ship,17.17668,66.463887,0.9895,0.5267,0.5089,0.2,15.21,92.49,Karnataka-MidSea-Dubai,CONVOY-054,5,3,2.88,moderate,0.0,0.3421
V-12013,vehicle,13.697807,75.532098,0.3171,0.2896,0.2137,0.5906,66.14,47.07,,,0,0,0.0,,0.0,0.0
V-12014,vehicle,25.195071,55.222813,0.4893,0.4836,0.1016,0.4341,59.82,50.17,,,0,0,0.0,,0.0,0.0
V-12015,vehicle,25.125099,55.326174,0.7888,0.6045,0.2739,0.6104,42.38,78.24,,,0,0,0.0,,0.0,0.0
V-12016,vehicle,25.221828,55.340297,0.987,0.7556,0.2929,0.6666,31.36,88.77,,,0,0,0.0,,0.0,0.0
V-12017,vehicle,12.713509,77.295186,0.563,0.8881,0.5066,0.7512,45.9,95.95,,,0,0,0.0,,0.0,0.0
V-12018,vehicle,25.05,55.161869,0.4013,0.3957,0.1073,0.322,54.53,97.33,,,0,0,0.0,,0.0,0.0
V-12019,vehicle,15.571488,75.274029,0.2002,0.3185,0.2162,0.5183,64.26,41.25,,,0,0,0.0,,0.0,0.0
V-12020,vehicle,15.580519,74.930406,0.8597,0.8003,0.666,0.7082,35.72,30.55,,,0,0,0.0,,0.0,0.0
V-12021,vehicle,25.134187,55.173863,0.779,0.5967,0.2192,0.4623,45.19,89.35,,,0,0,0.0,,0.0,0.0
V-12022,vehicle,25.094834,55.220606,0.9543,0.6958,0.3212,0.5272,35.35,95.35,,,0,0,0.0,,0.0,0.0
V-12023,vehicle,14.784002,75.902978,0.7575,0.8971,0.3934,0.9274,36.27,55.81,,,0,0,0.0,,0.0,0.0
V-12024,vehicle,15.138947,75.193279,0.7526,0.7323,0.6868,0.5827,54.99,24.0,,,0,0,0.0,,0.0,0.0
V-12025,vehicle,12.986878,75.91965,0.8137,0.7994,0.4371,0.6419,42.54,83.57,,,0,0,0.0,,0.0,0.0
V-12026,vehicle,25.137502,55.333476,0.281,0.2984,0.0992,0.4437,54.66,69.07,,,0,0,0.0,,0.0,0.0
V-12027,vehicle,25.204109,55.25612,0.155,0.1703,0.0968,0.2206,76.23,56.3,,,0,0,0.0,,0.0,0.0
V-12028,vehicle,25.175634,55.216489,0.989,0.6788,0.4131,0.4604,49.59,50.32,,,0,0,0.0,,0.0,0.0
V-12029,vehicle,12.818377,75.039346,0.5668,0.5305,0.3868,0.6368,53.45,95.48,,,0,0,0.0,,0.0,0.0
V-12030,vehicle,12.806865,77.605007,0.2097,0.4945,0.2107,0.6842,72.93,62.1,,,0,0,0.0,,0.0,0.0
V-12031,vehicle,15.22303,77.187422,0.5822,0.5597,0.3345,0.4567,66.85,70.49,,,0,0,0.0,,0.0,0.0
V-12032,vehicle,13.745021,75.182648,0.0842,0.3352,0.1848,0.5082,62.81,40.91,,,0,0,0.0,,0.0,0.0
V-12033,vehicle,25.213204,55.268922,0.2899,0.2003,0.0693,0.3271,60.96,79.81,,,0,0,0.0,,0.0,0.0
V-12034,vehicle,14.028364,75.872348,0.7728,0.7951,0.4637,0.6384,49.24,52.38,,,0,0,0.0,,0.0,0.0
V-12035,vehicle,15.410182,76.984623,0.4358,0.683,0.2977,0.6573,58.89,92.18,,,0,0,0.0,,0.0,0.0
V-12036,vehicle,25.131794,55.349437,0.216,0.2924,0.0488,0.2933,76.95,88.31,,,0,0,0.0,,0.0,0.0
V-12037,vehicle,25.10702,55.340706,0.7288,0.6437,0.2297,0.3923,53.23,88.74,,,0,0,0.0,,0.0,0.0
V-12038,vehicle,12.789138,74.884093,0.2393,0.5289,0.0998,0.529,78.19,42.7,,,0,0,0.0,,0.0,0.0
V-12039,vehicle,25.108818,55.179842,0.7981,0.5077,0.28,0.552,48.64,73.48,,,0,0,0.0,,0.0,0.0
V-12040,vehicle,25.086864,55.114945,0.1096,0.3037,0.0286,0.3871,64.65,93.26,,,0,0,0.0,,0.0,0.0
V-12041,vehicle,15.491025,74.654838,0.9549,0.9133,0.6127,0.6603,48.79,42.55,,,0,0,0.0,,0.0,0.0
V-12042,vehicle,15.306738,74.82783,0.4377,0.5469,0.3764,0.7411,45.32,61.59,,,0,0,0.0,,0.0,0.0
V-12043,vehicle,12.582995,76.048731,0.9368,0.9552,0.9293,0.8377,49.33,43.0,,,0,0,0.0,,0.0,0.0
V-12044,vehicle,13.146484,77.976401,0.6828,0.9125,0.9123,0.6654,38.96,64.16,,,0,0,0.0,,0.0,0.0
V-12045,vehicle,13.691933,75.919452,0.4607,0.6532,0.3869,0.8357,42.87,82.77,,,0,0,0.0,,0.0,0.0
V-12046,vehicle,14.403949,75.653758,0.6812,0.7878,0.5965,0.7204,34.06,25.39,,,0,0,0.0,,0.0,0.0
V-12047,vehicle,25.091928,55.160444,0.4128,0.3452,0.1103,0.4694,45.2,24.02,,,0,0,0.0,,0.0,0.0
V-12048,vehicle,25.207474,55.294407,0.1109,0.3,0.061,0.3597,70.77,75.72,,,0,0,0.0,,0.0,0.0
V-12049,vehicle,25.119283,55.294582,0.7951,0.4845,0.3021,0.5565,50.75,31.91,,,0,0,0.0,,0.0,0.0
V-12050,vehicle,25.195322,55.339232,0.1494,0.1227,0.0241,0.3845,64.95,86.93,,,0,0,0.0,,0.0,0.0
V-12051,vehicle,25.299772,55.343102,0.5579,0.2535,0.0687,0.4346,52.11,41.77,,,0,0,0.0,,0.0,0.0
V-12052,vehicle,25.100835,55.207304,0.5082,0.2827,0.092,0.512,47.93,87.43,,,0,0,0.0,,0.0,0.0
V-12053,vehicle,15.374354,74.838861,0.4065,0.6127,0.2407,0.6152,54.77,31.03,,,0,0,0.0,,0.0,0.0
V-12054,vehicle,13.903207,76.886161,0.354,0.5388,0.2783,0.699,49.16,41.73,,,0,0,0.0,,0.0,0.0
V-12055,vehicle,14.899484,75.373267,0.9485,0.8161,0.8188,0.6914,47.66,62.67,,,0,0,0.0,,0.0,0.0
V-12056,vehicle,12.753983,74.712528,0.121,0.5566,0.149,0.7614,56.5,72.37,,,0,0,0.0,,0.0,0.0
V-12057,vehicle,15.569918,74.638682,0.7281,0.916,0.7842,0.8411,43.03,41.86,,,0,0,0.0,,0.0,0.0
V-12058,vehicle,25.177956,55.306763,0.3768,0.4248,0.178,0.3823,62.3,74.93,,,0,0,0.0,,0.0,0.0
V-12059,vehicle,13.366284,74.908549,0.893,0.8017,0.7781,0.6273,46.63,99.85,,,0,0,0.0,,0.0,0.0
V-12060,vehicle,15.732501,75.084353,0.7926,0.6711,0.655,0.6086,55.44,53.61,,,0,0,0.0,,0.0,0.0
V-12061,vehicle,25.155012,55.170353,0.5666,0.2869,0.1003,0.3509,65.54,52.02,,,0,0,0.0,,0.0,0.0
V-12062,vehicle,14.370508,75.932341,0.1365,0.5779,0.1306,0.8222,55.64,55.33,,,0,0,0.0,,0.0,0.0
V-12063,vehicle,14.355137,76.120622,0.1649,0.4548,0.2334,0.6048,64.63,38.19,,,0,0,0.0,,0.0,0.0
V-12064,vehicle,25.18757,55.260185,0.4867,0.3388,0.1247,0.4227,48.44,43.27,,,0,0,0.0,,0.0,0.0
V-12065,vehicle,25.181731,55.256717,0.9656,0.6099,0.4789,0.5756,44.04,90.58,,,0,0,0.0,,0.0,0.0
V-12066,vehicle,25.065248,55.145983,0.3797,0.4824,0.0732,0.5423,49.95,26.09,,,0,0,0.0,,0.0,0.0
V-12067,ship,18.911298,63.979076,0.98,0.5482,0.4887,0.1648,19.89,43.63,Karnataka-MidSea-Dubai,CONVOY-052,2,1,2.24,calm,0.0,0.5054
V-12068,vehicle,15.443833,74.851489,0.3035,0.6469,0.3271,0.7423,50.52,44.08,,,0,0,0.0,,0.0,0.0
V-12069,vehicle,14.035553,75.722711,0.13,0.3832,0.1904,0.4648,61.54,68.41,,,0,0,0.0,,0.0,0.0
V-12070,vehicle,13.573206,74.932848,0.5954,0.7004,0.6857,0.7992,35.9,53.68,,,0,0,0.0,,0.0,0.0
V-12071,vehicle,25.269935,55.280129,0.364,0.4595,0.1556,0.4229,59.08,73.8,,,0,0,0.0,,0.0,0.0
V-12072,vehicle,13.663715,75.123026,0.8096,0.9472,0.7977,0.8403,43.99,35.63,,,0,0,0.0,,0.0,0.0
V-12073,vehicle,12.918977,76.562021,0.4193,0.564,0.204,0.7057,47.99,25.87,,,0,0,0.0,,0.0,0.0
V-12074,vehicle,25.146233,55.314256,0.5527,0.3786,0.1184,0.5032,51.3,27.2,,,0,0,0.0,,0.0,0.0
V-12075,vehicle,25.169119,55.254072,0.9364,0.6197,0.494,0.4405,34.25,90.96,,,0,0,0.0,,0.0,0.0
V-12076,vehicle,25.292812,55.311173,0.5792,0.3279,0.0771,0.3939,46.16,28.91,,,0,0,0.0,,0.0,0.0
V-12077,vehicle,15.522711,74.997624,0.3851,0.4705,0.2328,0.859,46.56,96.65,,,0,0,0.0,,0.0,0.0
V-12078,vehicle,25.073745,55.107582,0.7841,0.6404,0.3115,0.514,52.46,66.81,,,0,0,0.0,,0.0,0.0
V-12079,vehicle,13.767046,75.467481,0.336,0.2859,0.1442,0.4336,79.52,89.3,,,0,0,0.0,,0.0,0.0
V-12080,vehicle,12.972509,77.736224,0.1293,0.4949,0.1417,0.7423,66.71,41.27,,,0,0,0.0,,0.0,0.0
V-12081,vehicle,15.336426,74.615642,0.5672,0.6388,0.3451,0.5102,60.63,97.87,,,0,0,0.0,,0.0,0.0
V-12082,vehicle,13.305315,77.768679,0.8972,0.9525,0.6445,0.9526,37.14,93.01,,,0,0,0.0,,0.0,0.0
V-12083,ship,16.948172,64.39428,0.978,0.5488,0.4822,0.177,21.93,49.94,Karnataka-SouthernCurve-Dubai,CONVOY-013,3,3,1.34,moderate,0.0,0.4993
V-12084,vehicle,13.221807,74.749914,0.0922,0.3233,0.0872,0.5944,66.53,33.04,,,0,0,0.0,,0.0,0.0
V-12085,vehicle,15.301356,74.984823,0.6003,0.6335,0.2341,0.6858,67.67,39.94,,,0,0,0.0,,0.0,0.0
V-12086,vehicle,12.446563,77.16419,0.1143,0.4836,0.1837,0.6151,48.53,74.6,,,0,0,0.0,,0.0,0.0
V-12087,vehicle,25.198222,55.259764,0.2641,0.2612,0.0441,0.2114,70.48,91.18,,,0,0,0.0,,0.0,0.0
V-12088,vehicle,15.228658,75.122397,0.1532,0.4396,0.2032,0.5955,52.28,54.86,,,0,0,0.0,,0.0,0.0
V-12089,vehicle,15.202639,75.237496,0.0827,0.2941,0.1508,0.5001,79.12,30.37,,,0,0,0.0,,0.0,0.0
V-12090,vehicle,25.149356,55.327314,0.1008,0.1492,0.0709,0.2768,78.7,53.82,,,0,0,0.0,,0.0,0.0
V-12091,vehicle,15.283048,75.175776,0.7316,0.6708,0.3754,0.6786,48.6,29.1,,,0,0,0.0,,0.0,0.0
V-12092,vehicle,12.215708,76.759269,0.8346,0.889,0.5344,0.8082,35.39,27.27,,,0,0,0.0,,0.0,0.0
V-12093,vehicle,25.156647,55.172388,0.2067,0.2121,0.0568,0.1853,77.07,64.25,,,0,0,0.0,,0.0,0.0
V-12094,vehicle,25.210104,55.224363,0.5383,0.3346,0.1217,0.595,44.0,77.65,,,0,0,0.0,,0.0,0.0
V-12095,vehicle,14.750061,74.321847,0.5124,0.5612,0.2413,0.7155,48.37,63.95,,,0,0,0.0,,0.0,0.0
V-12096,vehicle,25.140618,55.396372,0.2899,0.3388,0.0606,0.3211,70.91,54.14,,,0,0,0.0,,0.0,0.0
V-12097,vehicle,25.175002,55.245509,0.1721,0.1804,0.0364,0.4048,58.2,34.9,,,0,0,0.0,,0.0,0.0
V-12098,vehicle,13.036337,75.074559,0.2398,0.4635,0.2002,0.6448,59.69,53.27,,,0,0,0.0,,0.0,0.0
V-12099,vehicle,25.177939,55.289581,0.9649,0.5872,0.5614,0.519,46.63,40.68,,,0,0,0.0,,0.0,0.0
V-12100,vehicle,13.126896,75.755038,0.9291,0.8806,0.8712,0.7667,35.53,71.4,,,0,0,0.0,,0.0,0.0
V-12101,vehicle,13.24914,74.743331,0.6622,0.7481,0.4582,0.962,36.32,63.12,,,0,0,0.0,,0.0,0.0
V-12102,vehicle,25.11498,55.202333,0.9545,0.627,0.5715,0.5849,32.74,87.52,,,0,0,0.0,,0.0,0.0
V-12103,vehicle,25.205918,55.251606,0.7417,0.6093,0.2678,0.4993,49.69,99.82,,,0,0,0.0,,0.0,0.0
V-12104,vehicle,25.133616,55.252859,0.6069,0.2798,0.0697,0.4808,49.11,22.96,,,0,0,0.0,,0.0,0.0
V-12105,ship,14.157187,68.332488,0.3551,0.2717,0.2717,0.1572,23.05,72.17,Karnataka-SouthernCurve-Dubai,CONVOY-207,3,3,1.49,calm,0.0,0.2348
V-12106,vehicle,14.737883,75.093223,0.4082,0.4821,0.3663,0.4747,57.49,32.57,,,0,0,0.0,,0.0,0.0
V-12107,vehicle,12.920627,77.886541,0.2073,0.3838,0.1872,0.5687,77.77,42.33,,,0,0,0.0,,0.0,0.0
V-12108,vehicle,25.05,55.127853,0.596,0.3562,0.15,0.4626,52.64,21.95,,,0,0,0.0,,0.0,0.0
V-12109,vehicle,15.369267,75.100271,0.9626,0.9812,0.5341,0.7421,43.53,60.46,,,0,0,0.0,,0.0,0.0
V-12110,vehicle,25.124223,55.148196,0.2788,0.2937,0.0734,0.413,65.64,89.92,,,0,0,0.0,,0.0,0.0
V-12111,vehicle,25.05,55.103303,0.1939,0.2559,0.0857,0.3888,77.75,66.2,,,0,0,0.0,,0.0,0.0
V-12112,vehicle,14.149129,75.82268,0.0815,0.4729,0.0672,0.6648,67.74,36.52,,,0,0,0.0,,0.0,0.0
V-12113,vehicle,25.201195,55.25799,0.399,0.3706,0.0733,0.4819,64.15,43.35,,,0,0,0.0,,0.0,0.0
V-12114,ship,18.902318,64.012304,0.7934,0.4907,0.4469,0.2682,12.42,59.69,Karnataka-MidSea-Dubai,CONVOY-085,5,4,2.48,rough,0.0,0.5116
V-12115,vehicle,11.829242,76.882631,0.6971,0.8377,0.66,0.8208,41.29,25.14,,,0,0,0.0,,0.0,0.0
V-12116,vehicle,13.779649,75.634943,0.9597,0.9347,0.544,0.7584,42.98,79.0,,,0,0,0.0,,0.0,0.0
V-12117,vehicle,15.410211,74.620069,0.1481,0.5435,0.1144,0.5597,77.76,52.06,,,0,0,0.0,,0.0,0.0
V-12118,vehicle,12.902064,75.012621,0.4237,0.4988,0.2807,0.7085,57.4,32.22,,,0,0,0.0,,0.0,0.0
V-12119,vehicle,13.799605,75.320458,0.8762,0.8336,0.6073,0.82,34.4,69.18,,,0,0,0.0,,0.0,0.0
V-12120,vehicle,15.817977,74.567367,0.5975,0.6724,0.1996,0.815,40.33,23.82,,,0,0,0.0,,0.0,0.0
V-12121,vehicle,25.195952,55.253368,0.5587,0.3207,0.1101,0.5136,55.34,21.89,,,0,0,0.0,,0.0,0.0
V-12122,vehicle,25.155269,55.201076,0.2898,0.2945,0.0226,0.3578,73.46,59.78,,,0,0,0.0,,0.0,0.0
V-12123,vehicle,25.172389,55.295419,0.9652,0.804,0.3556,0.7003,38.25,51.82,,,0,0,0.0,,0.0,0.0
V-12124,vehicle,14.32009,75.543433,0.0832,0.4445,0.1789,0.7291,70.14,25.51,,,0,0,0.0,,0.0,0.0
V-12125,vehicle,16.366508,74.48848,0.5969,0.8961,0.4671,0.7646,50.7,62.45,,,0,0,0.0,,0.0,0.0
V-12126,vehicle,25.220954,55.286511,0.7927,0.5444,0.2213,0.4508,59.52,54.81,,,0,0,0.0,,0.0,0.0
V-12127,vehicle,25.110185,55.167014,0.2911,0.28,0.0657,0.5168,52.41,60.68,,,0,0,0.0,,0.0,0.0
V-12128,vehicle,25.112897,55.374199,0.9458,0.5757,0.5474,0.4948,41.46,74.07,,,0,0,0.0,,0.0,0.0
V-12129,vehicle,25.078385,55.14311,0.4131,0.4183,0.1468,0.4526,58.75,80.48,,,0,0,0.0,,0.0,0.0
V-12130,ship,17.506125,65.460119,0.2949,0.4288,0.3236,0.1026,22.6,90.73,Karnataka-Oman-Dubai,CONVOY-212,4,1,1.65,rough,0.0,0.4367
V-12131,vehicle,13.008692,77.679217,0.1629,0.4264,0.1411,0.6037,65.75,24.94,,,0,0,0.0,,0.0,0.0
V-12132,vehicle,15.246214,76.875469,0.4841,0.6335,0.3728,0.6673,53.12,97.31,,,0,0,0.0,,0.0,0.0
V-12133,vehicle,14.50416,76.242232,0.1486,0.3997,0.2341,0.6195,67.26,64.78,,,0,0,0.0,,0.0,0.0
V-12134,vehicle,25.081454,55.130828,0.4267,0.4094,0.0667,0.4423,53.21,34.03,,,0,0,0.0,,0.0,0.0
V-12135,ship,18.331303,65.086647,0.4792,0.2134,0.2592,0.1993,24.55,81.37,Karnataka-MidSea-Dubai,CONVOY-202,5,5,2.32,calm,0.0,0.4412
V-12136,vehicle,25.101556,55.232981,0.3085,0.4125,0.1305,0.4398,45.68,57.46,,,0,0,0.0,,0.0,0.0
V-12137,vehicle,25.10325,55.405192,0.5114,0.4727,0.1557,0.5139,52.09,89.19,,,0,0,0.0,,0.0,0.0
V-12138,vehicle,25.228877,55.282226,0.9468,0.7597,0.4884,0.467,46.5,98.07,,,0,0,0.0,,0.0,0.0
V-12139,vehicle,13.602689,76.746614,0.394,0.5355,0.3624,0.7514,42.43,34.95,,,0,0,0.0,,0.0,0.0
V-12140,vehicle,13.21508,74.641364,0.7921,0.6695,0.4581,0.7301,40.86,21.32,,,0,0,0.0,,0.0,0.0
V-12141,vehicle,14.311839,75.750341,0.7016,0.763,0.3774,0.6597,47.13,49.96,,,0,0,0.0,,0.0,0.0
V-12142,vehicle,13.460313,74.846613,0.7732,0.6667,0.6871,0.7693,35.89,89.34,,,0,0,0.0,,0.0,0.0
V-12143,vehicle,13.661948,76.828586,0.8776,0.9648,0.5521,0.7411,45.13,41.54,,,0,0,0.0,,0.0,0.0
V-12144,ship,18.841252,63.907902,0.8054,0.4873,0.4174,0.1451,23.72,35.98,Karnataka-MidSea-Dubai,CONVOY-085,5,2,1.63,rough,0.0,0.5116
V-12145,vehicle,12.522758,76.86984,0.1433,0.2808,0.0791,0.3179,71.66,80.99,,,0,0,0.0,,0.0,0.0
V-12146,ship,17.309988,66.101399,0.9711,0.5249,0.5476,0.1826,14.44,82.35,Karnataka-MidSea-Dubai,CONVOY-009,5,1,1.71,calm,0.0,0.3704
V-12147,vehicle,13.415979,75.173435,0.3797,0.6973,0.3927,0.6643,59.33,24.38,,,0,0,0.0,,0.0,0.0
V-12148,ship,19.564182,62.783375,0.5642,0.1874,0.154,0.0487,10.39,56.43,Karnataka-Oman-Dubai,CONVOY-135,3,3,1.86,calm,0.0,0.5995
V-12149,vehicle,25.166945,55.356456,0.9201,0.6347,0.5515,0.5685,50.94,64.93,,,0,0,0.0,,0.0,0.0
V-12150,ship,16.255932,67.898323,0.6004,0.3885,0.1828,0.1185,24.95,36.65,Karnataka-MidSea-Dubai,CONVOY-208,4,4,3.17,calm,0.0,0.2589
V-12151,vehicle,25.292153,55.346046,0.3208,0.4311,0.0545,0.4257,45.99,35.84,,,0,0,0.0,,0.0,0.0
V-12152,vehicle,15.161759,76.373535,0.1521,0.4676,0.1893,0.4119,58.51,20.21,,,0,0,0.0,,0.0,0.0
V-12153,vehicle,25.11523,55.122007,0.2297,0.1522,0.0312,0.4427,58.11,21.16,,,0,0,0.0,,0.0,0.0
V-12154,vehicle,14.957772,75.203996,0.5391,0.5831,0.3047,0.6219,63.42,42.85,,,0,0,0.0,,0.0,0.0
V-12155,vehicle,12.877663,77.610338,0.4791,0.5165,0.3472,0.5724,63.67,20.73,,,0,0,0.0,,0.0,0.0
V-12156,vehicle,14.945431,76.500617,0.1156,0.5326,0.1399,0.5016,78.84,83.84,,,0,0,0.0,,0.0,0.0
V-12157,vehicle,12.864204,76.302961,0.3171,0.6599,0.387,0.5392,63.91,78.01,,,0,0,0.0,,0.0,0.0
V-12158,vehicle,13.23406,76.937354,0.7687,0.8028,0.6488,0.8285,34.59,88.64,,,0,0,0.0,,0.0,0.0
V-12159,vehicle,25.151239,55.348099,0.4895,0.3219,0.165,0.3188,63.34,23.28,,,0,0,0.0,,0.0,0.0
V-12160,vehicle,15.483878,75.152762,0.4292,0.5704,0.3841,0.7307,53.44,30.27,,,0,0,0.0,,0.0,0.0
V-12161,vehicle,25.271789,55.311826,0.8051,0.4608,0.3132,0.4792,46.31,90.05,,,0,0,0.0,,0.0,0.0
V-12162,vehicle,25.082769,55.154501,0.5686,0.4771,0.0597,0.4019,60.68,83.97,,,0,0,0.0,,0.0,0.0
V-12163,vehicle,13.172052,76.182021,0.8096,0.7463,0.3437,0.837,47.6,26.55,,,0,0,0.0,,0.0,0.0
V-12164,vehicle,13.057034,74.937797,0.3934,0.6488,0.2751,0.6808,62.43,58.24,,,0,0,0.0,,0.0,0.0
V-12165,vehicle,13.101236,75.027948,0.3355,0.643,0.3071,0.4752,55.98,23.96,,,0,0,0.0,,0.0,0.0
V-12166,vehicle,13.035992,74.834419,0.2152,0.3271,0.1116,0.6192,71.01,28.16,,,0,0,0.0,,0.0,0.0
V-12167,vehicle,25.199959,55.274038,0.1532,0.2679,0.0795,0.3677,68.36,57.58,,,0,0,0.0,,0.0,0.0
V-12168,vehicle,25.061272,55.129474,0.9473,0.8146,0.3914,0.5433,34.75,20.4,,,0,0,0.0,,0.0,0.0
V-12169,vehicle,14.804961,75.758389,0.2888,0.4042,0.063,0.4309,70.69,20.11,,,0,0,0.0,,0.0,0.0
V-12170,vehicle,15.482047,75.595005,0.1983,0.3429,0.0642,0.4688,78.44,24.94,,,0,0,0.0,,0.0,0.0
V-12171,vehicle,25.08219,55.37974,0.3093,0.2724,0.0288,0.4302,52.75,41.28,,,0,0,0.0,,0.0,0.0
V-12172,vehicle,25.283719,55.34288,0.807,0.6019,0.1299,0.5348,43.6,92.14,,,0,0,0.0,,0.0,0.0
V-12173,vehicle,12.435353,76.729729,0.6011,0.6809,0.2426,0.6175,62.3,86.52,,,0,0,0.0,,0.0,0.0
V-12174,vehicle,25.073489,55.142471,0.9875,0.6209,0.3537,0.6356,49.88,23.59,,,0,0,0.0,,0.0,0.0
V-12175,vehicle,15.936224,74.426998,0.5931,0.7521,0.2699,0.5648,64.32,93.31,,,0,0,0.0,,0.0,0.0
V-12176,vehicle,14.299545,75.574665,0.2289,0.4221,0.076,0.4814,66.94,30.66,,,0,0,0.0,,0.0,0.0
V-12177,vehicle,15.015921,75.594686,0.7769,0.7333,0.5303,0.7732,46.65,71.77,,,0,0,0.0,,0.0,0.0
V-12178,vehicle,25.182807,55.194303,0.7807,0.6277,0.1991,0.4511,36.09,69.94,,,0,0,0.0,,0.0,0.0
V-12179,vehicle,13.213193,76.955119,0.6919,0.8658,0.612,0.8283,43.66,33.97,,,0,0,0.0,,0.0,0.0
V-12180,vehicle,15.693247,74.938152,0.7559,0.9887,0.6707,0.7419,40.01,43.65,,,0,0,0.0,,0.0,0.0
V-12181,vehicle,25.080232,55.138195,0.7463,0.6297,0.2853,0.5309,47.29,40.86,,,0,0,0.0,,0.0,0.0
V-12182,vehicle,25.106189,55.191876,0.1179,0.2043,0.0942,0.4438,52.52,76.61,,,0,0,0.0,,0.0,0.0
V-12183,vehicle,13.017005,74.838577,0.7151,0.8985,0.931,0.9339,33.36,68.1,,,0,0,0.0,,0.0,0.0
V-12184,vehicle,12.383467,76.727784,0.5134,0.7431,0.1646,0.7398,51.6,30.56,,,0,0,0.0,,0.0,0.0
V-12185,vehicle,14.405075,75.783396,0.3883,0.526,0.2195,0.6296,55.05,32.4,,,0,0,0.0,,0.0,0.0
V-12186,vehicle,13.007274,76.329576,0.0993,0.3714,0.0822,0.5262,69.88,64.83,,,0,0,0.0,,0.0,0.0
V-12187,vehicle,14.870871,74.754535,0.783,0.6578,0.4888,0.7614,40.22,21.23,,,0,0,0.0,,0.0,0.0
V-12188,vehicle,12.931231,74.715255,0.3342,0.6024,0.2907,0.6654,61.78,31.73,,,0,0,0.0,,0.0,0.0
V-12189,vehicle,13.096229,77.546281,0.6131,0.6431,0.2789,0.7645,48.08,95.35,,,0,0,0.0,,0.0,0.0
V-12190,vehicle,25.095973,55.150264,0.6011,0.4413,0.0667,0.554,53.43,78.15,,,0,0,0.0,,0.0,0.0
V-12191,vehicle,25.191794,55.255297,0.1533,0.3138,0.0513,0.4088,72.78,81.58,,,0,0,0.0,,0.0,0.0
V-12192,vehicle,15.035712,77.103572,0.6975,0.6521,0.4831,0.6645,54.46,50.23,,,0,0,0.0,,0.0,0.0
V-12193,vehicle,25.078438,55.146349,0.2962,0.1835,0.0103,0.3221,60.57,85.85,,,0,0,0.0,,0.0,0.0
V-12194,vehicle,14.78656,75.933573,0.5765,0.6292,0.2316,0.7463,46.71,80.24,,,0,0,0.0,,0.0,0.0
V-12195,vehicle,15.938282,74.715094,0.2952,0.5371,0.1971,0.747,54.65,46.22,,,0,0,0.0,,0.0,0.0
